+-----+---------+------------+--------------+------+--------+---------+-------------------------------------+-------------------------------------------------------+--------------------------------------------------------------------------------------------------------------------------+
| id  | site_id | qr_code_id | scanned_date | hour | VISITS | UNIQUES | user_browser                        | user_device_os                                        | ipaddress                                                                                                                |
|  62 |    1001 |          3 | 2022-05-02   | 11   | 2      | 1       | {'chrome': 2}                       | {'windows': 2}                                        | ['127.0.0.1']                                                                                                            |
|  63 |    1001 |          2 | 2022-05-02   | 11   | 4      | 1       | {'chrome': 4}                       | {'windows': 4}                                        | ['127.0.0.1']                                                                                                            |
|  64 |    1001 |          1 | 2022-05-02   | 11   | 8      | 1       | {'chrome': 8}                       | {'windows': 8}                                        | ['127.0.0.1']                                                                                                            |
|  65 |    1002 |          1 | 2022-05-02   | 13   | 1      | 1       | {'chrome': 1}                       | {'windows': 1}                                        | ['103.44.12.234']                                                                                                        |
|  66 |    1001 |          1 | 2022-05-02   | 13   | 2      | 1       | {'chrome': 2}                       | {'windows': 2}                                        | ['103.44.12.234']                                                                                                        |
|  67 |    1001 |          3 | 2022-05-02   | 13   | 1      | 1       | {'chrome': 1}                       | {'windows': 1}                                        | ['103.44.12.234']                                                                                                        |
|  68 |    1001 |          2 | 2022-05-02   | 13   | 1      | 1       | {'chrome': 1}                       | {'windows': 1}                                        | ['103.44.12.234']                                                                                                        |
|  69 |    1001 |          4 | 2022-05-02   | 13   | 1      | 1       | {'chrome': 1}                       | {'windows': 1}                                        | ['103.44.12.234']                                                                                                        |
|  70 |    1001 |          1 | 2022-05-02   | 14   | 1      | 1       | {'chrome': 1}                       | {'windows': 1}                                        | ['127.0.0.1']                                                                                                            |
|  71 |    1001 |          2 | 2022-05-02   | 14   | 1      | 1       | {'chrome': 1}                       | {'windows': 1}                                        | ['127.0.0.1']                                                                                                            |
|  72 |    1001 |          3 | 2022-05-02   | 14   | 1      | 1       | {'chrome': 1}                       | {'windows': 1}                                        | ['127.0.0.1']                                                                                                            |
|  73 |    1001 |          1 | 2022-05-02   | 15   | 2      | 1       | {'chrome': 2}                       | {'windows': 2}                                        | ['103.44.12.234']                                                                                                        |
|  74 |    1001 |          1 | 2022-05-02   | 15   | 1      | 1       | {'chrome': 1}                       | {'windows': 1}                                        | ['103.44.12.234']                                                                                                        |
|  75 |    1001 |          1 | 2022-05-04   | 13   | 1      | 1       | {'chrome': 1}                       | {'windows': 1}                                        | ['127.0.0.1']                                                                                                            |
|  76 |    1001 |          2 | 2022-05-04   | 13   | 1      | 1       | {'chrome': 1}                       | {'windows': 1}                                        | ['127.0.0.1']                                                                                                            |
|  77 |    1001 |          3 | 2022-05-04   | 13   | 1      | 1       | {'chrome': 1}                       | {'windows': 1}                                        | ['127.0.0.1']                                                                                                            |
|  78 |    1001 |          2 | 2022-05-04   | 15   | 3      | 1       | {None: 3}                           | {None: 3}                                             | ['127.0.0.1']                                                                                                            |
|  79 |    1001 |          2 | 2022-05-04   | 17   | 2      | 1       | {None: 2}                           | {None: 2}                                             | ['127.0.0.1']                                                                                                            |
|  80 |    1001 |          1 | 2022-05-04   | 17   | 1      | 1       | {None: 1}                           | {None: 1}                                             | ['127.0.0.1']                                                                                                            |
|  81 |    1001 |          3 | 2022-05-04   | 17   | 1      | 1       | {None: 1}                           | {None: 1}                                             | ['127.0.0.1']                                                                                                            |
|  82 |    1001 |          1 | 2022-05-05   | 10   | 1      | 1       | {None: 1}                           | {None: 1}                                             | ['127.0.0.1']                                                                                                            |
|  83 |    1001 |          2 | 2022-05-05   | 10   | 1      | 1       | {None: 1}                           | {None: 1}                                             | ['127.0.0.1']                                                                                                            |
|  84 |    1001 |          3 | 2022-05-05   | 10   | 1      | 1       | {None: 1}                           | {None: 1}                                             | ['127.0.0.1']                                                                                                            |
|  85 |    1001 |          4 | 2022-05-05   | 10   | 1      | 1       | {None: 1}                           | {None: 1}                                             | ['127.0.0.1']                                                                                                            |
|  86 |    1001 |          2 | 2022-05-05   | 11   | 2      | 2       | {None: 1, 'edge': 1}                | {None: 1, 'windows': 1}                               | ['127.0.0.1', '172.19.0.1']                                                                                              |
|  87 |    1001 |          1 | 2022-05-05   | 11   | 2      | 1       | {'edge': 1, 'chrome': 1}            | {'windows': 2}                                        | ['172.19.0.1']                                                                                                           |
|  88 |    1001 |          1 | 2022-05-05   | 16   | 1      | 1       | {None: 1}                           | {None: 1}                                             | ['127.0.0.1']                                                                                                            |
|  89 |    1001 |          2 | 2022-05-05   | 16   | 1      | 1       | {None: 1}                           | {None: 1}                                             | ['127.0.0.1']                                                                                                            |
|  90 |    1001 |          3 | 2022-05-05   | 16   | 11     | 1       | {None: 11}                          | {None: 11}                                            | ['127.0.0.1']                                                                                                            |
|  91 |    1001 |          4 | 2022-05-05   | 16   | 12     | 1       | {None: 12}                          | {None: 12}                                            | ['127.0.0.1']                                                                                                            |
|  92 |    1001 |          4 | 2022-05-05   | 17   | 2      | 1       | {None: 2}                           | {None: 2}                                             | ['127.0.0.1']                                                                                                            |
|  93 |    1001 |          3 | 2022-05-05   | 17   | 2      | 1       | {None: 2}                           | {None: 2}                                             | ['127.0.0.1']                                                                                                            |
|  94 |    1001 |          1 | 2022-05-05   | 17   | 1      | 1       | {None: 1}                           | {None: 1}                                             | ['127.0.0.1']                                                                                                            |
|  95 |    1001 |          2 | 2022-05-05   | 17   | 1      | 1       | {None: 1}                           | {None: 1}                                             | ['127.0.0.1']                                                                                                            |
|  96 |    1001 |          4 | 2022-05-05   | 18   | 2      | 1       | {None: 2}                           | {None: 2}                                             | ['127.0.0.1']                                                                                                            |
|  97 |    1001 |          3 | 2022-05-05   | 18   | 2      | 1       | {None: 2}                           | {None: 2}                                             | ['127.0.0.1']                                                                                                            |
|  98 |    1001 |          1 | 2022-05-05   | 18   | 1      | 1       | {None: 1}                           | {None: 1}                                             | ['127.0.0.1']                                                                                                            |
|  99 |    1001 |          2 | 2022-05-05   | 18   | 1      | 1       | {None: 1}                           | {None: 1}                                             | ['127.0.0.1']                                                                                                            |
| 100 |    1001 |          1 | 2022-05-06   | 10   | 2      | 1       | {None: 2}                           | {None: 2}                                             | ['127.0.0.1']                                                                                                            |
| 101 |    1001 |          2 | 2022-05-06   | 10   | 5      | 1       | {None: 5}                           | {None: 5}                                             | ['127.0.0.1']                                                                                                            |
| 102 |    1001 |          3 | 2022-05-06   | 10   | 2      | 1       | {None: 2}                           | {None: 2}                                             | ['127.0.0.1']                                                                                                            |
| 103 |    1001 |          4 | 2022-05-06   | 10   | 3      | 1       | {None: 3}                           | {None: 3}                                             | ['127.0.0.1']                                                                                                            |
| 104 |    1001 |          2 | 2022-05-06   | 11   | 11     | 5       | {None: 1, 'chrome': 10}             | {None: 1, 'windows': 6, 'linux': 4}                   | ['127.0.0.1', '103.44.12.234', '175.101.84.139', '64.233.172.92', '49.205.105.119']                                      |
| 105 |    1001 |          1 | 2022-05-06   | 11   | 17     | 7       | {'chrome': 17}                      | {'windows': 11, 'linux': 5, 'android': 1}             | ['175.101.84.139', '64.233.172.92', '66.102.9.111', '64.233.172.94', '49.205.105.119', '103.44.12.234', '157.48.85.232'] |
| 106 |    1001 |          3 | 2022-05-06   | 11   | 3      | 1       | {'chrome': 3}                       | {'windows': 3}                                        | ['103.44.12.234']                                                                                                        |
| 107 |    1002 |          1 | 2022-05-06   | 11   | 8      | 5       | {'chrome': 8}                       | {'linux': 4, 'windows': 3, 'android': 1}              | ['175.101.84.139', '64.233.172.92', '49.205.105.119', '157.48.85.232', '103.44.12.234']                                  |
| 108 |    1003 |          1 | 2022-05-06   | 11   | 1      | 1       | {'chrome': 1}                       | {'linux': 1}                                          | ['175.101.84.139']                                                                                                       |
| 109 |    1003 |          2 | 2022-05-06   | 11   | 1      | 1       | {'chrome': 1}                       | {'linux': 1}                                          | ['175.101.84.139']                                                                                                       |
| 110 |    1001 |          4 | 2022-05-06   | 11   | 1      | 1       | {'chrome': 1}                       | {'windows': 1}                                        | ['103.44.12.234']                                                                                                        |
| 111 |    1001 |          1 | 2022-05-06   | 13   | 13     | 2       | {'chrome': 13}                      | {'windows': 13}                                       | ['172.19.0.1', '103.44.12.234']                                                                                          |
| 112 |    1001 |          2 | 2022-05-06   | 13   | 4      | 2       | {'chrome': 4}                       | {'windows': 4}                                        | ['172.19.0.1', '103.44.12.234']                                                                                          |
| 113 |    1001 |          3 | 2022-05-06   | 13   | 2      | 1       | {'chrome': 2}                       | {'windows': 2}                                        | ['172.19.0.1']                                                                                                           |
| 114 |    1001 |          2 | 2022-05-06   | 14   | 3      | 2       | {'chrome': 3}                       | {'windows': 3}                                        | ['103.44.12.234', '172.19.0.1']                                                                                          |
| 115 |    1001 |          1 | 2022-05-06   | 14   | 11     | 2       | {'chrome': 11}                      | {'windows': 11}                                       | ['172.19.0.1', '103.44.12.234']                                                                                          |
| 116 |    1001 |          3 | 2022-05-06   | 14   | 1      | 1       | {'chrome': 1}                       | {'windows': 1}                                        | ['172.19.0.1']                                                                                                           |
| 117 |    1001 |          1 | 2022-05-06   | 15   | 28     | 3       | {'chrome': 24, None: 4}             | {'linux': 3, 'windows': 21, None: 4}                  | ['172.19.0.1', '175.101.84.139', '127.0.0.1']                                                                            |
| 118 |    1001 |          2 | 2022-05-06   | 15   | 21     | 4       | {'chrome': 15, None: 6}             | {'linux': 5, 'windows': 10, None: 6}                  | ['172.19.0.1', '175.101.84.139', '127.0.0.1', '10.0.2.196']                                                              |
| 119 |    1001 |          3 | 2022-05-06   | 15   | 17     | 4       | {'chrome': 10, None: 7}             | {'windows': 10, None: 7}                              | ['175.101.84.139', '172.19.0.1', '10.0.2.196', '127.0.0.1']                                                              |
| 120 |    1001 |          4 | 2022-05-06   | 15   | 15     | 4       | {'chrome': 10, None: 5}             | {'windows': 10, None: 5}                              | ['172.19.0.1', '175.101.84.139', '127.0.0.1', '10.0.2.196']                                                              |
| 121 |    1001 |          3 | 2022-05-06   | 06   | 3      | 2       | {None: 3}                           | {None: 3}                                             | ['127.0.0.1', '10.0.2.196']                                                                                              |
| 122 |    1001 |          1 | 2022-05-06   | 06   | 2      | 2       | {None: 2}                           | {None: 2}                                             | ['127.0.0.1', '10.0.2.196']                                                                                              |
| 123 |    1001 |          2 | 2022-05-06   | 06   | 3      | 2       | {None: 3}                           | {None: 3}                                             | ['127.0.0.1', '10.0.2.196']                                                                                              |
| 124 |    1001 |         25 | 2022-05-06   | 06   | 1      | 1       | {None: 1}                           | {None: 1}                                             | ['10.0.2.196']                                                                                                           |
| 125 |    1001 |          4 | 2022-05-06   | 06   | 1      | 1       | {None: 1}                           | {None: 1}                                             | ['127.0.0.1']                                                                                                            |
| 126 |    1001 |          1 | 2022-05-06   | 07   | 1      | 1       | {None: 1}                           | {None: 1}                                             | ['127.0.0.1']                                                                                                            |
| 127 |    1001 |          2 | 2022-05-06   | 07   | 1      | 1       | {None: 1}                           | {None: 1}                                             | ['127.0.0.1']                                                                                                            |
| 128 |    1001 |          3 | 2022-05-06   | 07   | 1      | 1       | {None: 1}                           | {None: 1}                                             | ['127.0.0.1']                                                                                                            |
| 129 |    1001 |          4 | 2022-05-06   | 07   | 1      | 1       | {None: 1}                           | {None: 1}                                             | ['127.0.0.1']                                                                                                            |
| 130 |    1001 |          1 | 2022-05-06   | 16   | 10     | 4       | {'chrome': 6, None: 4}              | {'windows': 4, None: 4, 'linux': 2}                   | ['175.101.84.139', '172.19.0.1', '10.0.2.232', '10.0.2.231']                                                             |
| 131 |    1001 |          2 | 2022-05-06   | 16   | 3      | 3       | {None: 2, 'chrome': 1}              | {None: 2, 'linux': 1}                                 | ['10.0.2.232', '175.101.84.139', '10.0.2.231']                                                                           |
| 132 |    1001 |          3 | 2022-05-06   | 16   | 9      | 2       | {None: 9}                           | {None: 9}                                             | ['10.0.2.232', '10.0.2.231']                                                                                             |
| 133 |    1001 |          4 | 2022-05-06   | 16   | 2      | 2       | {None: 2}                           | {None: 2}                                             | ['10.0.2.232', '10.0.2.231']                                                                                             |
| 134 |    1001 |          5 | 2022-05-06   | 16   | 2      | 1       | {None: 2}                           | {None: 2}                                             | ['10.0.2.232']                                                                                                           |
| 135 |    1002 |          3 | 2022-05-06   | 16   | 2      | 1       | {'chrome': 2}                       | {'linux': 2}                                          | ['175.101.84.139']                                                                                                       |
| 136 |    1001 |          1 | 2022-05-06   | 17   | 37     | 3       | {'chrome': 37}                      | {'windows': 37}                                       | ['175.101.84.139', '172.19.0.1', '172.18.0.1']                                                                           |
| 137 |    1001 |          2 | 2022-05-06   | 17   | 12     | 3       | {'chrome': 11, 'safari': 1}         | {'windows': 11, 'iphone': 1}                          | ['175.101.84.139', '172.19.0.1', '172.18.0.1']                                                                           |
| 138 |    1001 |          3 | 2022-05-06   | 17   | 12     | 4       | {'chrome': 11, None: 1}             | {'windows': 10, None: 1, 'linux': 1}                  | ['175.101.84.139', '172.19.0.1', '127.0.0.1', '172.18.0.1']                                                              |
| 139 |    1001 |          4 | 2022-05-06   | 17   | 12     | 3       | {'chrome': 11, 'safari': 1}         | {'windows': 11, 'iphone': 1}                          | ['175.101.84.139', '172.19.0.1', '172.18.0.1']                                                                           |
| 140 |    1001 |          5 | 2022-05-06   | 17   | 4      | 2       | {'chrome': 4}                       | {'windows': 4}                                        | ['175.101.84.139', '172.19.0.1']                                                                                         |
| 141 |    1001 |          6 | 2022-05-06   | 17   | 1      | 1       | {'chrome': 1}                       | {'windows': 1}                                        | ['175.101.84.139']                                                                                                       |
| 142 |    1002 |          1 | 2022-05-06   | 17   | 1      | 1       | {'chrome': 1}                       | {'windows': 1}                                        | ['172.19.0.1']                                                                                                           |
| 143 |    1002 |          3 | 2022-05-06   | 17   | 1      | 1       | {'chrome': 1}                       | {'linux': 1}                                          | ['175.101.84.139']                                                                                                       |
| 144 |    1001 |         11 | 2022-05-06   | 17   | 1      | 1       | {'chrome': 1}                       | {'windows': 1}                                        | ['172.18.0.1']                                                                                                           |
| 145 |    1001 |          1 | 2022-05-06   | 18   | 3      | 2       | {'safari': 2, None: 1}              | {'iphone': 2, None: 1}                                | ['172.18.0.1', '127.0.0.1']                                                                                              |
| 146 |    1001 |          2 | 2022-05-06   | 18   | 3      | 2       | {'safari': 2, None: 1}              | {'iphone': 2, None: 1}                                | ['172.18.0.1', '127.0.0.1']                                                                                              |
| 147 |    1001 |          3 | 2022-05-06   | 18   | 1      | 1       | {'safari': 1}                       | {'iphone': 1}                                         | ['172.18.0.1']                                                                                                           |
| 148 |    1001 |          4 | 2022-05-06   | 18   | 2      | 2       | {'safari': 1, None: 1}              | {'iphone': 1, None: 1}                                | ['172.18.0.1', '127.0.0.1']                                                                                              |
| 149 |    1001 |          5 | 2022-05-06   | 18   | 1      | 1       | {'safari': 1}                       | {'iphone': 1}                                         | ['172.18.0.1']                                                                                                           |
| 150 |    1001 |          1 | 2022-05-06   | 19   | 1      | 1       | {'chrome': 1}                       | {'windows': 1}                                        | ['175.101.84.139']                                                                                                       |
| 151 |    1001 |          1 | 2022-05-07   | 11   | 90     | 2       | {'chrome': 89, 'safari': 1}         | {'windows': 6, 'iphone': 84}                          | ['175.101.84.139', '172.18.0.1']                                                                                         |
| 152 |    1001 |          2 | 2022-05-07   | 11   | 25     | 2       | {'chrome': 24, 'safari': 1}         | {'windows': 3, 'iphone': 22}                          | ['175.101.84.139', '172.18.0.1']                                                                                         |
| 153 |    1001 |          3 | 2022-05-07   | 11   | 61     | 2       | {'chrome': 61}                      | {'windows': 1, 'iphone': 57, 'linux': 3}              | ['172.18.0.1', '175.101.84.139']                                                                                         |
| 154 |    1001 |          3 | 2022-05-07   | 12   | 5      | 2       | {'chrome': 4, 'opera': 1}           | {'linux': 2, 'iphone': 1, 'windows': 2}               | ['175.101.84.139', '103.56.230.4']                                                                                       |
| 155 |    1001 |          1 | 2022-05-07   | 12   | 50     | 3       | {'chrome': 50}                      | {'linux': 3, 'windows': 9, 'iphone': 38}              | ['175.101.84.139', '103.44.12.234', '203.109.92.133']                                                                    |
| 156 |    1001 |          2 | 2022-05-07   | 12   | 14     | 3       | {'chrome': 14}                      | {'linux': 5, 'windows': 8, 'iphone': 1}               | ['175.101.84.139', '103.44.12.234', '49.44.82.69']                                                                       |
| 157 |    1001 |          2 | 2022-05-07   | 14   | 2      | 2       | {'chrome': 2}                       | {'windows': 1, 'linux': 1}                            | ['103.44.12.234', '175.101.84.139']                                                                                      |
| 158 |    1001 |          2 | 2022-05-07   | 14   | 1      | 1       | {'chrome': 1}                       | {'windows': 1}                                        | ['103.44.12.234']                                                                                                        |
| 159 |    1001 |          1 | 2022-05-07   | 14   | 1      | 1       | {'chrome': 1}                       | {'windows': 1}                                        | ['103.44.12.234']                                                                                                        |
| 160 |    1001 |          1 | 2022-05-07   | 09   | 32     | 1       | {'chrome': 32}                      | {'linux': 14, 'iphone': 18}                           | ['175.101.84.139']                                                                                                       |
| 161 |    1001 |          2 | 2022-05-07   | 09   | 1      | 1       | {'chrome': 1}                       | {'linux': 1}                                          | ['175.101.84.139']                                                                                                       |
| 162 |    1002 |          1 | 2022-05-07   | 09   | 4      | 1       | {'chrome': 4}                       | {'linux': 4}                                          | ['175.101.84.139']                                                                                                       |
| 163 |    1001 |          2 | 2022-05-07   | 15   | 1      | 1       | {'chrome': 1}                       | {'linux': 1}                                          | ['175.101.84.139']                                                                                                       |
| 164 |    1001 |          1 | 2022-05-07   | 10   | 73     | 1       | {'chrome': 73}                      | {'iphone': 61, 'linux': 12}                           | ['175.101.84.139']                                                                                                       |
| 165 |    1001 |          1 | 2022-05-07   | 16   | 1      | 1       | {'chrome': 1}                       | {'linux': 1}                                          | ['175.101.84.139']                                                                                                       |
